City,SSP,Year,ElectricityInflationRate,FuelInflationRate,Weight_MarginalAnnualCostSavings,Weight_MarginalAnnualGovtSavings,Weight_GHGEmissionSavings20yr,BuildingFootprintArea_m2,V_bites,Albedo_roof,A_ST,Rvalue_roof,Loan,Rebate,Rvalue_wall,Glazing,IntRate,Infiltration,Electax,SHGC,Fueltax,A_PV,TotalOperationalCO2Save_kgCO2,TotalEmbodiedCO2_kgCO2,CostAnnualSysSave_CAD,TotalCO2Sav,AnnSCCSav_CAD,BaseCostAnnual_CAD,PercentCostSysSav_percent,AnnGovtCostSav_CAD
Toronto,SSP245,2025,0.05,0.05,0.6,0.2,0.2,130,0.17,0.3,0.4,5.46,2000,30000,3.6,0.3,0.25,1.25,6,0.7,0,0.6,73559,13655,3156,59905,862,3229,98,-1962
Toronto,SSP245,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.5,0.5,5.96,0,50000,3.6,0.35,0.75,0.5,4,0.7,6,0.6,69051,14652,2945,54400,782,2097,140,-3066
Toronto,SSP245,2030,0.05,0.01,0.6,0.2,0.2,130,0.21,0.5,0.1,5.46,8000,40000,3.6,0.1,1.25,0.75,6,0.7,6,0.6,68385,13811,3594,54574,785,2742,131,-2586
Toronto,SSP245,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.1,7.96,0,30000,6.6,0.2,0.25,0.5,0,0.6,0,0.1,61706,15862,-1786,45845,658,2468,-72,-1786
Toronto,SSP245,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.1,0.2,5.46,0,25000,3.6,0.15,0.25,1,8,0.7,4,0.6,69051,13967,2927,55085,792,3114,94,-1726
Toronto,SSP245,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.3,0.4,5.46,4000,45000,3.6,0.15,1.25,0.75,8,0.7,4,0.6,69051,13967,2895,55085,792,2097,138,-2846
Toronto,SSP245,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.2,0.5,5.46,0,45000,3.6,0.2,1.25,1,2,0.7,2,0.6,69051,13967,3751,55085,792,2742,137,-2740
Toronto,SSP245,2030,0.01,0.05,0.6,0.2,0.2,130,0.17,0.7,0.2,9.96,6000,25000,3.6,0.1,1.5,1,10,0.5,6,0.3,56961,13970,-234,42991,618,2468,-9,-1560
Toronto,SSP245,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.5,0.4,5.46,10000,20000,3.6,0.4,0.75,1.5,2,0.7,6,0.6,69051,13967,2517,55085,792,3114,81,-1326
Toronto,SSP245,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.6,0.4,5.46,8000,25000,3.6,0.1,1,1.25,2,0.7,0,0.6,69051,13967,1640,55085,792,2097,78,-1557
Toronto,SSP245,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.3,0.1,5.46,10000,50000,3.6,0.15,0.25,0.75,4,0.7,4,0.6,69051,13967,4159,55085,792,2742,152,-3180
Toronto,SSP245,2030,0.01,0.05,0.6,0.2,0.2,130,0.21,0.3,0.6,5.46,8000,20000,3.6,0.35,1.25,1.25,0,0.7,6,0.6,68385,13811,1476,54574,785,2468,60,-1238
Toronto,SSP245,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.4,0.1,5.46,4000,20000,3.6,0.2,0.75,1.5,10,0.7,10,0.6,69051,13967,2734,55085,792,3114,88,-1531
Toronto,SSP245,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.7,0.5,5.46,10000,35000,3.6,0.4,0.75,0.75,8,0.7,4,0.5,68421,12017,2103,56404,812,2097,100,-2250
Toronto,SSP245,2030,0.05,0.01,0.6,0.2,0.2,130,0.21,0.7,0.6,5.46,2000,20000,3.6,0.2,0.75,1,6,0.7,4,0.6,68385,13811,2442,54574,785,2742,89,-1379
Toronto,SSP245,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.2,5.46,4000,35000,3.6,0.1,1.25,0.5,10,0.7,6,0.6,69051,13967,2519,55085,792,2468,102,-2301
Toronto,SSP245,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.6,0.2,5.46,8000,25000,3.6,0.25,1.5,1,2,0.7,4,0.6,69051,13967,2755,55085,792,3114,88,-1571
Toronto,SSP245,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.4,0.3,5.46,8000,20000,3.6,0.3,1.25,1,6,0.6,10,0.6,64860,13967,1517,50893,732,2097,72,-1356
Toronto,SSP245,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.5,0.5,5.46,2000,20000,3.6,0.15,0.25,0.75,2,0.7,0,0.6,69051,13967,2322,55085,792,2742,85,-1262
Toronto,SSP245,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.6,0.3,5.46,0,20000,3.6,0.15,0.75,0.5,10,0.7,4,0.6,69051,13967,1646,55085,792,2468,67,-1388
Toronto,SSP245,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.7,0.4,5.96,0,20000,3.6,0.4,0.25,1.25,8,0.7,10,0.6,69051,14652,2498,54400,782,3114,80,-1454
Toronto,SSP245,2035,0.01,0.01,0.6,0.2,0.2,130,0.25,0.4,0.2,5.96,4000,30000,3.6,0.35,0.25,1.25,8,0.7,6,0.6,78094,14652,1914,63442,913,2151,89,-1971
Toronto,SSP245,2035,0.05,0.01,0.6,0.2,0.2,130,0.25,0.1,0.4,5.46,0,45000,3.6,0.25,0.25,0.5,0,0.6,4,0.6,73101,13967,3789,59135,851,2767,137,-2691
Toronto,SSP245,2035,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.4,5.46,10000,20000,4.1,0.35,0.75,1.25,6,0.7,10,0.6,78094,15337,1346,62757,903,2582,52,-1394
Toronto,SSP245,2035,0.05,0.05,0.6,0.2,0.2,130,0.21,0.4,0.1,5.46,6000,35000,3.6,0.4,0.5,0.75,10,0.7,4,0.6,77361,13811,3543,63550,915,3198,111,-2400
Toronto,SSP245,2035,0.01,0.01,0.6,0.2,0.2,130,0.25,0.6,0.5,5.46,4000,30000,3.6,0.25,1.5,1.25,4,0.7,8,0.6,78094,13967,1993,64127,923,2151,93,-1883
Toronto,SSP245,2035,0.05,0.01,0.6,0.2,0.2,130,0.21,0.5,0.5,5.46,4000,25000,3.6,0.4,1.25,0.5,4,0.7,4,0.6,77361,13811,2616,63550,915,2767,95,-1614
Toronto,SSP245,2035,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.3,5.46,6000,20000,3.6,0.15,1,0.5,10,0.7,0,0.6,78094,13967,1677,64127,923,2582,65,-1382
Toronto,SSP245,2035,0.05,0.05,0.6,0.2,0.2,130,0.25,0.6,0.2,5.46,2000,40000,3.6,0.15,0.75,1.25,4,0.6,10,0.6,73101,13967,3809,59135,851,3198,119,-2548
Toronto,SSP245,2035,0.01,0.01,0.6,0.2,0.2,130,0.25,0.7,0.6,5.46,0,30000,3.6,0.15,0.5,0.5,2,0.7,4,0.6,78094,13967,1950,64127,923,2151,91,-1832
Toronto,SSP245,2035,0.05,0.01,0.6,0.2,0.2,130,0.21,0.3,0.2,5.46,4000,30000,3.6,0.35,0.75,1.5,0,0.7,2,0.6,77361,13811,2805,63550,915,2767,101,-1814
Toronto,SSP245,2035,0.01,0.05,0.6,0.2,0.2,130,0.25,0.5,0.3,5.46,6000,50000,3.6,0.25,0.75,0.5,0,0.7,6,0.6,78094,13967,3270,64127,923,2582,127,-3039
Toronto,SSP245,2035,0.05,0.05,0.6,0.2,0.2,130,0.25,0.4,0.5,5.46,6000,20000,3.6,0.35,1.5,0.75,4,0.7,4,0.6,78094,13967,2494,64127,923,3198,78,-1320
Toronto,SSP245,2035,0.01,0.01,0.6,0.2,0.2,130,0.25,0.2,0.6,5.46,8000,25000,3.6,0.3,0.25,0.75,0,0.7,2,0.6,78094,13967,1672,64127,923,2151,78,-1560
Toronto,SSP245,2035,0.05,0.01,0.6,0.2,0.2,130,0.21,0.1,0.5,5.96,8000,25000,3.6,0.25,1.25,0.5,6,0.7,10,0.6,77361,14496,2521,62865,905,2767,91,-1695
Toronto,SSP245,2035,0.01,0.05,0.6,0.2,0.2,130,0.25,0.2,0.1,5.46,8000,30000,3.6,0.2,0.75,1,6,0.7,6,0.6,78094,13967,2228,64127,923,2582,86,-1959
Toronto,SSP245,2035,0.05,0.05,0.6,0.2,0.2,130,0.25,0.2,0.2,5.46,4000,20000,3.6,0.35,1.5,1.5,4,0.7,4,0.6,78094,13967,2495,64127,923,3198,78,-1317
Toronto,SSP245,2035,0.01,0.01,0.6,0.2,0.2,130,0.25,0.1,0.3,5.46,6000,30000,3.6,0.2,0.5,1,4,0.7,8,0.6,78094,13967,2025,64127,923,2151,94,-1919
Toronto,SSP245,2035,0.05,0.01,0.6,0.2,0.2,130,0.25,0.7,0.4,5.46,0,20000,3.6,0.25,0.25,1.25,8,0.7,6,0.6,78094,13967,2433,64127,923,2767,88,-1413
Toronto,SSP245,2035,0.01,0.05,0.6,0.2,0.2,130,0.25,0.6,0.2,5.46,0,25000,4.1,0.4,1.25,1.5,8,0.7,4,0.6,78094,15337,1603,62757,903,2582,62,-1641
Toronto,SSP245,2035,0.05,0.05,0.6,0.2,0.2,130,0.25,0.4,0.6,5.46,0,25000,3.6,0.1,0.75,0.75,10,0.7,0,0.6,78094,13967,2919,64127,923,3198,91,-1743
Toronto,SSP245,2040,0.01,0.01,0.6,0.2,0.2,130,0.13,0.1,0.5,5.96,0,25000,3.6,0.2,1.5,1.25,8,0.7,8,0.6,72159,14184,1626,57976,834,2282,71,-1654
Toronto,SSP245,2040,0.05,0.01,0.6,0.2,0.2,130,0.25,0.4,0.4,5.46,8000,40000,3.6,0.4,0.75,0.5,8,0.7,6,0.6,74292,13967,3681,60326,868,3006,122,-2658
Toronto,SSP245,2040,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.6,5.46,2000,30000,3.6,0.2,0.5,1.25,0,0.7,8,0.6,74292,13967,2126,60326,868,2673,80,-1837
Toronto,SSP245,2040,0.05,0.05,0.6,0.2,0.2,130,0.25,0.1,0.5,5.46,0,35000,3.6,0.3,0.5,1,6,0.7,2,0.6,74292,13967,3463,60326,868,3397,102,-2254
Toronto,SSP245,2040,0.01,0.01,0.6,0.2,0.2,130,0.17,0.1,0.2,5.96,10000,20000,3.6,0.1,0.25,0.5,4,0.7,8,0.6,72825,14340,1331,58486,841,2282,58,-1367
Toronto,SSP245,2040,0.05,0.01,0.6,0.2,0.2,130,0.25,0.5,0.3,5.46,8000,35000,3.6,0.2,1,1.5,8,0.7,10,0.6,74292,13967,3395,60326,868,3006,113,-2361
Toronto,SSP245,2040,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.6,5.46,0,20000,3.6,0.1,1.5,0.75,0,0.7,10,0.5,73655,12017,1343,61639,887,2673,50,-1237
Toronto,SSP245,2040,0.05,0.05,0.6,0.2,0.2,130,0.25,0.7,0.3,5.96,8000,35000,3.6,0.3,0.75,1,10,0.7,6,0.6,74292,14652,3449,59641,858,3397,102,-2423
Toronto,SSP245,2040,0.01,0.01,0.6,0.2,0.2,130,0.25,0.2,0.2,5.96,10000,35000,3.6,0.4,0.5,0.5,8,0.7,4,0.6,74292,14652,2241,59641,858,2282,98,-2305
Toronto,SSP245,2040,0.05,0.01,0.6,0.2,0.2,130,0.25,0.5,0.3,5.46,0,20000,3.6,0.15,1,1,6,0.7,0,0.6,74292,13967,2434,60326,868,3006,81,-1352
Toronto,SSP245,2040,0.01,0.05,0.6,0.2,0.2,130,0.21,0.7,0.6,5.46,2000,35000,3.6,0.25,1.25,0.75,8,0.7,0,0.6,73542,13811,2506,59731,859,2673,94,-2230
Toronto,SSP245,2040,0.05,0.05,0.6,0.2,0.2,130,0.25,0.7,0.6,5.46,8000,45000,3.6,0.4,0.5,1.25,10,0.7,2,0.6,74292,13967,4183,60326,868,3397,123,-3011
Toronto,SSP245,2040,0.01,0.01,0.6,0.2,0.2,130,0.25,0.7,0.2,5.46,4000,30000,3.6,0.2,0.25,1.25,4,0.7,8,0.6,74292,13967,2040,60326,868,2282,89,-1913
Toronto,SSP245,2040,0.05,0.01,0.6,0.2,0.2,130,0.25,0.5,0.4,5.46,2000,30000,4.1,0.25,0.5,1,10,0.7,0,0.6,74292,15337,2790,58956,848,3006,93,-2068
Toronto,SSP245,2040,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.2,5.46,2000,30000,4.1,0.3,1.25,1.25,2,0.7,4,0.6,74292,15337,1800,58956,848,2673,67,-1845
Toronto,SSP245,2040,0.05,0.05,0.6,0.2,0.2,130,0.25,0.1,0.4,5.46,0,40000,3.6,0.4,0.5,1.5,10,0.7,0,0.6,74292,13967,3848,60326,868,3397,113,-2649
Toronto,SSP245,2040,0.01,0.01,0.6,0.2,0.2,130,0.25,0.2,0.1,5.46,10000,25000,3.6,0.2,0.75,1,8,0.7,4,0.6,74292,13967,1820,60326,868,2282,80,-1696
Toronto,SSP245,2040,0.05,0.01,0.6,0.2,0.2,130,0.25,0.4,0.4,5.46,10000,30000,3.6,0.3,1.25,0.5,10,0.7,6,0.6,74292,13967,3139,60326,868,3006,104,-2099
Toronto,SSP245,2040,0.01,0.05,0.6,0.2,0.2,130,0.25,0.2,0.2,5.46,10000,30000,3.6,0.4,0.25,1.5,0,0.7,0,0.6,74292,13967,2141,60326,868,2673,80,-1868
Toronto,SSP245,2040,0.05,0.05,0.6,0.2,0.2,130,0.17,0.6,0.4,5.46,0,20000,3.6,0.4,1,0.75,0,0.7,2,0.6,72825,13655,2442,59171,851,3397,72,-1200
Toronto,SSP245,2045,0.01,0.01,0.6,0.2,0.2,130,0.21,0.1,0.4,5.46,8000,20000,3.6,0.1,0.5,1.25,4,0.6,0,0.6,70044,13811,1616,56234,809,2239,72,-1325
Toronto,SSP245,2045,0.05,0.01,0.6,0.2,0.2,130,0.25,0.7,0.3,6.46,4000,25000,3.6,0.15,0.25,0.5,4,0.7,10,0.6,75117,15337,2492,59781,860,2930,85,-1662
Toronto,SSP245,2045,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.4,5.46,2000,35000,3.6,0.25,1,0.5,6,0.7,2,0.6,75117,13967,2563,61151,880,2640,97,-2210
Toronto,SSP245,2045,0.05,0.05,0.6,0.2,0.2,130,0.21,0.3,0.5,5.46,10000,30000,3.6,0.3,1.25,1.25,10,0.7,6,0.6,74367,13811,3423,60557,871,3331,103,-2119
Toronto,SSP245,2045,0.01,0.01,0.6,0.2,0.2,130,0.21,0.1,0.1,5.46,0,25000,3.6,0.2,0.25,0.75,4,0.7,6,0.6,74367,13811,1795,60557,871,2239,80,-1579
Toronto,SSP245,2045,0.05,0.01,0.6,0.2,0.2,130,0.25,0.5,0.1,5.46,4000,30000,3.6,0.4,0.5,0.75,6,0.6,8,0.6,70814,13967,3339,56848,818,2930,114,-2017
Toronto,SSP245,2045,0.01,0.05,0.6,0.2,0.2,130,0.25,0.2,0.6,5.46,2000,30000,3.6,0.3,1,1.25,4,0.7,6,0.6,75117,13967,2258,61151,880,2640,86,-1895
Toronto,SSP245,2045,0.05,0.05,0.6,0.2,0.2,130,0.25,0.5,0.2,7.46,0,25000,6.6,0.35,0.5,1,6,0.7,4,0.2,72505,17127,-2003,55379,796,3331,-60,-1460
Toronto,SSP245,2045,0.01,0.01,0.6,0.2,0.2,130,0.25,0.2,0.6,5.46,0,40000,3.6,0.35,1.25,1.25,2,0.7,8,0.6,75117,13967,2628,61151,880,2239,117,-2442
Toronto,SSP245,2045,0.05,0.01,0.6,0.2,0.2,130,0.25,0.2,0.4,5.46,8000,30000,3.6,0.15,1,0.5,10,0.6,2,0.6,70814,13967,3439,56848,818,2930,117,-2126
Toronto,SSP245,2045,0.01,0.05,0.6,0.2,0.2,130,0.25,0.1,0.4,5.46,2000,50000,3.6,0.2,0.5,1.5,4,0.7,4,0.6,75117,13967,3403,61151,880,2640,129,-3081
Toronto,SSP245,2045,0.05,0.05,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,8000,20000,3.6,0.35,0.25,1,2,0.7,2,0.6,75117,13967,2649,61151,880,3331,80,-1321
Toronto,SSP245,2045,0.01,0.01,0.6,0.2,0.2,130,0.25,0.2,0.6,5.96,4000,30000,3.6,0.1,0.5,0.5,0,0.7,2,0.6,75117,14652,1850,60466,870,2239,83,-1820
Toronto,SSP245,2045,0.05,0.01,0.6,0.2,0.2,130,0.21,0.5,0.3,5.46,2000,20000,3.6,0.15,0.25,1,0,0.7,8,0.6,74367,13811,2414,60557,871,2930,82,-1231
Toronto,SSP245,2045,0.01,0.05,0.6,0.2,0.2,130,0.25,0.6,0.2,5.46,4000,45000,3.6,0.15,0.5,1,4,0.7,10,0.6,75117,13967,3153,61151,880,2640,119,-2825
Toronto,SSP245,2045,0.05,0.05,0.6,0.2,0.2,130,0.25,0.6,0.4,5.46,2000,50000,3.6,0.1,1.25,1.25,0,0.6,8,0.6,70814,13967,4452,56848,818,3331,134,-3017
Toronto,SSP245,2045,0.01,0.01,0.6,0.2,0.2,130,0.25,0.2,0.6,5.46,0,20000,3.6,0.3,1.25,1.5,0,0.7,10,0.6,75117,13967,1449,61151,880,2239,65,-1221
Toronto,SSP245,2045,0.05,0.01,0.6,0.2,0.2,130,0.25,0.4,0.3,5.46,6000,20000,4.1,0.3,0.25,0.75,10,0.7,2,0.6,75117,15337,2359,59781,860,2930,81,-1523
Toronto,SSP245,2045,0.01,0.05,0.6,0.2,0.2,130,0.25,0.2,0.6,5.46,2000,40000,3.6,0.15,1,1,2,0.7,4,0.6,75117,13967,2787,61151,880,2640,106,-2444
Toronto,SSP245,2045,0.05,0.05,0.6,0.2,0.2,130,0.25,0.2,0.1,5.46,8000,45000,3.6,0.2,1,1.25,10,0.7,6,0.6,75117,13967,4291,61151,880,3331,129,-3017
Toronto,SSP245,2050,0.01,0.01,0.6,0.2,0.2,130,0.25,0.6,0.5,5.46,4000,20000,3.6,0.35,1.25,0.75,10,0.7,2,0.6,73610,13967,1484,59643,858,2186,68,-1380
Toronto,SSP245,2050,0.05,0.01,0.6,0.2,0.2,130,0.25,0.3,0.3,5.96,8000,40000,3.6,0.35,1,1.5,0,0.7,8,0.6,73610,14652,3233,58958,848,2855,113,-2438
Toronto,SSP245,2050,0.01,0.05,0.6,0.2,0.2,130,0.25,0.3,0.4,5.46,10000,45000,3.6,0.4,1.5,1.25,2,0.7,0,0.6,73610,13967,2922,59643,858,2581,113,-2726
Toronto,SSP245,2050,0.05,0.05,0.6,0.2,0.2,130,0.25,0.4,0.6,5.46,4000,20000,3.6,0.1,1.5,0.75,0,0.6,0,0.6,69243,13967,2553,55277,795,3250,79,-1196
Toronto,SSP245,2050,0.01,0.01,0.6,0.2,0.2,130,0.25,0.1,0.3,5.46,8000,20000,3.6,0.25,1,0.5,10,0.7,4,0.5,72964,12017,1229,60948,877,2186,56,-1351
Toronto,SSP245,2050,0.05,0.01,0.6,0.2,0.2,130,0.25,0.7,0.4,5.46,2000,45000,3.6,0.4,0.75,0.5,10,0.7,6,0.5,72964,12017,3329,60948,877,2855,117,-2884
Toronto,SSP245,2050,0.01,0.05,0.6,0.2,0.2,130,0.25,0.1,0.6,5.46,4000,30000,3.6,0.25,1.5,1,2,0.7,0,0.6,73610,13967,2066,59643,858,2581,80,-1826
Toronto,SSP245,2050,0.05,0.05,0.6,0.2,0.2,130,0.25,0.7,0.1,5.46,0,40000,3.6,0.3,1.25,0.75,0,0.7,0,0.6,73610,13967,3518,59643,858,3250,108,-2381
Toronto,SSP245,2050,0.01,0.01,0.6,0.2,0.2,130,0.25,0.1,0.1,5.46,10000,20000,3.6,0.2,1,1,8,0.7,6,0.6,73610,13967,1479,59643,858,2186,68,-1388
Toronto,SSP245,2050,0.05,0.01,0.6,0.2,0.2,130,0.21,0.3,0.5,5.46,0,20000,3.6,0.1,0.5,0.75,2,0.7,2,0.6,72903,13811,2272,59093,850,2855,80,-1249
Toronto,SSP245,2050,0.01,0.05,0.6,0.2,0.2,130,0.25,0.1,0.1,5.46,4000,25000,3.6,0.1,1.25,1,0,0.7,2,0.6,73610,13967,1759,59643,858,2581,68,-1508
Toronto,SSP245,2050,0.05,0.05,0.6,0.2,0.2,130,0.25,0.7,0.1,5.96,0,35000,3.6,0.25,1.5,1.25,0,0.7,0,0.6,73610,14652,3064,58958,848,3250,94,-2084
Toronto,SSP245,2050,0.01,0.01,0.6,0.2,0.2,130,0.21,0.5,0.2,5.46,6000,40000,3.6,0.35,1,0.5,4,0.7,6,0.6,72903,13811,2547,59093,850,2186,117,-2493
Toronto,SSP245,2050,0.05,0.01,0.6,0.2,0.2,130,0.21,0.1,0.5,5.46,6000,25000,3.6,0.2,0.25,0.75,10,0.7,10,0.6,72903,13811,2831,59093,850,2855,99,-1832
Toronto,SSP245,2050,0.01,0.05,0.6,0.2,0.2,130,0.25,0.6,0.2,5.46,2000,30000,3.6,0.3,1.25,0.75,6,0.7,0,0.6,73610,13967,2139,59643,858,2581,83,-1895
Toronto,SSP245,2050,0.05,0.05,0.6,0.2,0.2,130,0.21,0.5,0.4,5.46,8000,25000,3.6,0.15,0.25,1.5,6,0.7,2,0.6,72903,13811,2873,59093,850,3250,88,-1722
Toronto,SSP245,2050,0.01,0.01,0.6,0.2,0.2,130,0.25,0.1,0.5,5.46,2000,40000,3.6,0.1,1.25,0.5,6,0.7,4,0.6,73610,13967,2568,59643,858,2186,117,-2502
Toronto,SSP245,2050,0.05,0.01,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,6000,40000,4.1,0.35,0.5,0.75,8,0.7,8,0.6,73610,15337,3289,58273,838,2855,115,-2657
Toronto,SSP245,2050,0.01,0.05,0.6,0.2,0.2,130,0.25,0.6,0.4,5.46,10000,40000,3.6,0.3,1,1.5,0,0.7,0,0.6,73610,13967,2629,59643,858,2581,102,-2422
Toronto,SSP245,2050,0.05,0.05,0.6,0.2,0.2,130,0.25,0.6,0.1,5.46,6000,25000,3.6,0.3,0.5,1.25,0,0.6,0,0.6,69243,13967,2872,55277,795,3250,88,-1529
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.21,0.6,0.2,5.46,10000,25000,3.6,0.3,1.25,1.25,8,0.7,6,0.6,74264,13811,1727,60453,870,2089,83,-1668
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.7,0.1,5.46,2000,25000,3.6,0.25,1,1.25,6,0.7,10,0.6,75024,13967,2645,61057,879,2694,98,-1681
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.21,0.5,0.3,8.46,6000,20000,4.6,0.4,1.5,1.25,0,0.4,6,0.5,58449,18711,-345,39738,569,2496,-14,-1220
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.2,0.1,5.46,2000,20000,3.6,0.1,1.5,0.75,8,0.7,2,0.6,75024,13967,2543,61057,879,3102,82,-1408
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.21,0.5,0.5,5.46,6000,45000,3.6,0.25,1.25,0.5,6,0.7,0,0.6,74264,13811,2821,60453,870,2089,135,-2796
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,8000,20000,3.6,0.15,0.25,1.25,8,0.7,0,0.6,75024,13967,2423,61057,879,2694,90,-1461
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
